data_inversa;dia_semana;br;km;causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;mortos;ilesos;feridos;latitude;longitude
2009-04-19;domingo;319;48.0;Defeito na via;Colisão traseira;plena noite;nublado;0;2;0;;
2009-04-19;domingo;319;21.0;Outras;Saída de Pista;plena noite;nublado;0;1;0;;
2009-04-21;terça;174;3.8;Falta de atenção;Colisão traseira;pleno dia;chuva;0;3;1;;
2009-04-25;sábado;174;27.5;Não guardar distância de segurança;Colisão lateral;pleno dia;ceu claro;0;2;0;;
2009-04-21;terça;174;3.8;Falta de atenção;Colisão traseira;pleno dia;nublado;0;2;0;;
2009-04-27;segunda;174;45.0;Outras;Saída de Pista;pleno dia;chuva;0;0;2;;
2009-04-29;quarta;174;14.0;Falta de atenção;Colisão Transversal;plena noite;chuva;0;1;2;;
2009-04-27;segunda;174;31.4;Falta de atenção;Colisão frontal;pleno dia;ceu claro;0;0;4;;
2009-01-05;sexta;319;1.0;Falta de atenção;Colisão lateral;pleno dia;sol;0;2;0;;
2009-11-05;segunda;174;35.4;Outras;Colisão traseira;pleno dia;chuva;0;3;3;;
2009-09-05;sábado;174;89.0;Dormindo;Capotamento;pleno dia;nublado;0;0;2;;
2009-05-13;quarta;174;17.8;Outras;Capotamento;pleno dia;chuva;0;5;0;;
2009-05-15;sexta;174;11.7;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;3;1;;
2009-05-17;domingo;174;11.6;Outras;Colisão lateral;pleno dia;ceu claro;0;2;0;;
2009-05-21;quinta;174;44.0;Ingestão de álcool;Colisão frontal;pleno dia;nublado;0;1;4;;
2009-05-28;quinta;174;4.5;Ultrapassagem indevida;Tombamento;pleno dia;nublado;0;2;0;;
2009-05-31;domingo;174;6.0;Dormindo;Saída de Pista;pleno dia;ceu claro;0;1;0;;
2009-05-31;domingo;174;81.0;Defeito mecânico em veículo;Queda de motocicleta / bicicleta / veículo;pleno dia;ceu claro;0;0;1;;
2009-05-31;domingo;174;0.8;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;6;0;;
2009-05-31;domingo;174;0.4;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;2;0;;
2009-01-06;segunda;174;26.0;Outras;Colisão Transversal;pleno dia;chuva;0;3;0;;
2009-05-29;sexta;319;1.0;Falta de atenção;Colisão com objeto fixo;anoitecer;ceu claro;0;3;0;;
2009-02-06;terça;319;1.0;Falta de atenção;Colisão lateral;pleno dia;sol;0;2;0;;
2009-05-30;sábado;174;60.0;Outras;Atropelamento de pessoa;plena noite;ignorado;0;3;1;;
2009-04-06;quinta;174;97.0;Outras;Capotamento;pleno dia;ceu claro;0;0;1;;
2009-04-06;quinta;174;130.0;Defeito mecânico em veículo;Saída de Pista;pleno dia;chuva;0;1;0;;
2009-03-06;quarta;174;18.0;Velocidade incompatível;Colisão traseira;pleno dia;chuva;0;2;0;;
2009-05-31;domingo;174;34.0;Dormindo;Capotamento;pleno dia;ceu claro;0;2;2;;
2009-06-06;sábado;174;159.0;Dormindo;Tombamento;amanhecer;ignorado;0;1;0;;
2009-05-31;domingo;174;61.0;Outras;Colisão traseira;pleno dia;chuva;0;4;1;;
2009-02-06;terça;174;17.0;Outras;Saída de Pista;anoitecer;chuva;0;2;0;;
2009-07-06;domingo;174;58.3;Ultrapassagem indevida;Colisão frontal;pleno dia;nublado;0;2;10;;
2009-05-31;domingo;174;16.0;Falta de atenção;Saída de Pista;pleno dia;nublado;0;1;0;;
2009-11-06;quinta;319;1.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;3;0;;
2009-07-06;domingo;174;16.0;Falta de atenção;Colisão frontal;pleno dia;nublado;0;3;0;;
2009-07-06;domingo;174;119.7;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;4;0;;
2009-10-06;quarta;174;35.5;Defeito mecânico em veículo;Capotamento;amanhecer;ceu claro;0;2;0;;
2009-12-06;sexta;174;29.8;Defeito mecânico em veículo;Saída de Pista;anoitecer;nublado;0;1;0;;
2009-06-18;quinta;319;0.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;2;0;;
2009-06-15;segunda;174;162.5;Defeito mecânico em veículo;Capotamento;pleno dia;ceu claro;0;2;0;;
2009-06-21;domingo;174;11.4;Ultrapassagem indevida;Colisão lateral;pleno dia;sol;0;1;2;;
2009-06-28;domingo;174;0.7;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;2;1;;
2009-05-07;domingo;174;52.5;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;0;2;;
2009-06-13;sábado;174;18.0;Outras;Colisão frontal;pleno dia;chuva;0;3;0;;
2009-10-07;sexta;174;28.9;Outras;Colisão traseira;pleno dia;chuva;0;3;2;;
2009-07-13;segunda;174;75.1;Dormindo;Saída de Pista;pleno dia;ceu claro;0;2;0;;
2009-07-17;sexta;174;25.6;Outras;Saída de Pista;pleno dia;chuva;0;0;0;;
2009-07-18;sábado;174;65.1;Ingestão de álcool;Colisão traseira;plena noite;ceu claro;0;2;0;;
2009-07-20;segunda;319;0.3;Defeito mecânico em veículo;Colisão traseira;pleno dia;sol;0;2;0;;
2009-07-19;domingo;174;18.4;Outras;Colisão traseira;pleno dia;ceu claro;0;12;0;;
2009-07-24;sexta;174;1.3;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;1;1;;
2009-07-22;quarta;174;9.6;Dormindo;Tombamento;plena noite;ceu claro;0;1;0;;
2009-02-08;domingo;174;65.2;Outras;Saída de Pista;pleno dia;ceu claro;0;3;0;;
2009-02-08;domingo;174;23.2;Ingestão de álcool;Colisão traseira;plena noite;ceu claro;0;1;2;;
2009-08-08;sábado;174;1.0;Ingestão de álcool;Colisão Transversal;plena noite;ceu claro;0;2;0;;
2009-08-22;sábado;174;8.0;Dormindo;Tombamento;plena noite;ceu claro;0;1;0;;
2009-08-24;segunda;174;27.4;Outras;Colisão traseira;plena noite;ceu claro;0;28;1;;
2009-08-30;domingo;174;58.2;Defeito na via;Saída de Pista;pleno dia;chuva;0;0;2;;
2009-08-31;segunda;174;37.2;Outras;Colisão traseira;pleno dia;chuva;0;4;0;;
2009-08-31;segunda;174;79.0;Defeito mecânico em veículo;Saída de Pista;pleno dia;ceu claro;0;4;1;;
2009-06-09;domingo;174;53.0;Defeito na via;Saída de Pista;pleno dia;sol;0;5;0;;
2009-07-09;segunda;174;47.7;Dormindo;Saída de Pista;pleno dia;ceu claro;0;3;2;;
2009-08-30;domingo;174;17.0;Desobediência à sinalização;Colisão lateral;pleno dia;ceu claro;0;3;2;;
2009-05-09;sábado;174;20.5;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;5;2;;
2009-06-09;domingo;174;30.0;Falta de atenção;Colisão traseira;pleno dia;sol;0;9;0;;
2009-07-09;segunda;319;0.8;Outras;Colisão lateral;pleno dia;ceu claro;0;3;0;;
2009-09-15;terça;319;1.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;3;0;;
2009-09-16;quarta;174;43.0;Ingestão de álcool;Colisão com objeto móvel;plena noite;ceu claro;0;1;0;;
2009-07-09;segunda;174;55.5;Ingestão de álcool;Colisão traseira;pleno dia;ceu claro;0;5;2;;
2009-09-27;domingo;319;1.0;Ingestão de álcool;Colisão lateral;pleno dia;sol;0;2;0;;
2009-06-09;domingo;174;30.5;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;4;0;;
2009-01-10;quinta;319;1.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;3;0;;
2009-09-10;sexta;319;1.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;2;0;;
2009-10-10;sábado;174;2.0;Outras;Saída de Pista;pleno dia;chuva;0;0;1;;
2009-10-16;sexta;319;0.9;Animais na Pista;Queda de motocicleta / bicicleta / veículo;plena noite;nublado;0;0;1;;
2009-10-17;sábado;174;53.0;Defeito mecânico em veículo;Capotamento;pleno dia;ceu claro;0;0;2;;
2009-10-20;terça;174;14.0;Outras;Saída de Pista;plena noite;chuva;0;1;1;;
2009-10-17;sábado;319;1.0;Defeito mecânico em veículo;Tombamento;pleno dia;ceu claro;0;2;0;;
2009-10-24;sábado;174;30.0;Outras;Colisão traseira;pleno dia;sol;0;2;1;;
2009-10-24;sábado;174;8.0;Outras;Colisão lateral;pleno dia;ceu claro;0;4;0;;
2009-10-24;sábado;174;2.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;3;0;;
2009-10-25;domingo;174;44.0;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;0;2;;
2009-10-25;domingo;174;11.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;3;0;;
2009-10-30;sexta;174;106.0;Outras;Capotamento;anoitecer;chuva;0;2;1;;
2009-10-31;sábado;174;9.5;Velocidade incompatível;Saída de Pista;pleno dia;nublado;0;1;0;;
2009-10-31;sábado;174;5.8;Defeito mecânico em veículo;Colisão traseira;pleno dia;ceu claro;0;2;0;;
2009-01-11;domingo;174;84.0;Defeito mecânico em veículo;Capotamento;pleno dia;ceu claro;0;0;4;;
2009-01-11;domingo;174;52.0;Outras;Capotamento;pleno dia;ceu claro;0;2;2;;
2009-10-31;sábado;174;5.7;Ingestão de álcool;Colisão traseira;pleno dia;chuva;0;2;0;;
2009-02-11;segunda;174;7.4;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;2;0;;
2009-02-11;segunda;174;18.0;Falta de atenção;Saída de Pista;pleno dia;chuva;0;0;2;;
2009-11-14;sábado;319;1.0;Falta de atenção;Colisão lateral;pleno dia;nublado;0;2;0;;
2009-11-15;domingo;174;7.0;Falta de atenção;Colisão traseira;pleno dia;nublado;0;6;2;;
2009-11-14;sábado;174;31.0;Ingestão de álcool;Colisão frontal;plena noite;nublado;0;2;2;;
2009-11-14;sábado;174;21.0;Não guardar distância de segurança;Colisão traseira;anoitecer;nublado;0;4;0;;
2009-01-12;terça;174;20.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;5;0;;
2009-03-12;quinta;174;67.8;Animais na Pista;Atropelamento de animal;plena noite;ceu claro;0;1;0;;
2009-06-12;domingo;174;57.0;Velocidade incompatível;Saída de Pista;plena noite;ceu claro;3;0;3;;
2009-07-12;segunda;174;1.0;Falta de atenção;Colisão traseira;pleno dia;chuva;0;1;3;;
2009-10-12;quinta;174;43.0;Falta de atenção;Saída de Pista;amanhecer;chuva;0;3;0;;
2009-12-13;domingo;174;75.2;Defeito mecânico em veículo;Incêndio;plena noite;nevoeiro/neblina;0;4;0;;
2009-12-15;terça;174;24.5;Dormindo;Saída de Pista;pleno dia;ceu claro;0;0;5;;
2009-12-15;terça;174;3.0;Defeito mecânico em veículo;Colisão lateral;pleno dia;ceu claro;0;2;0;;
2009-12-20;domingo;174;7.5;Velocidade incompatível;Colisão traseira;pleno dia;nublado;0;6;1;;
2009-12-29;terça;174;3.9;Falta de atenção;Colisão traseira;pleno dia;nublado;0;2;0;;
2009-12-27;domingo;174;10.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;6;0;;
2009-02-11;segunda;174;6.0;Ultrapassagem indevida;Colisão frontal;pleno dia;nublado;0;1;6;;
2010-02-01;sábado;174;2.3;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;21;0;;
2010-02-01;sábado;174;3.0;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;8;0;;
2010-03-01;domingo;174;16.2;Dormindo;Saída de Pista;plena noite;nublado;0;1;3;;
2010-06-01;quarta;174;83.4;Falta de atenção;Saída de Pista;plena noite;ceu claro;0;2;0;;
2010-01-14;quinta;174;75.0;Outras;Colisão traseira;anoitecer;ceu claro;0;2;0;;
2010-01-16;sábado;174;41.0;Falta de atenção;Saída de Pista;pleno dia;chuva;0;1;6;;
2010-01-23;sábado;319;0.0;Outras;Colisão lateral;pleno dia;nublado;0;2;0;;
2010-01-25;segunda;174;1.9;Falta de atenção;Colisão frontal;pleno dia;ceu claro;0;2;0;;
2010-01-28;quinta;174;28.0;Outras;Colisão traseira;pleno dia;ceu claro;0;1;1;;
2010-01-31;domingo;174;77.6;Falta de atenção;Saída de Pista;amanhecer;ceu claro;0;2;0;;
2010-01-31;domingo;174;54.5;Dormindo;Saída de Pista;plena noite;ceu claro;0;1;0;;
2010-12-02;sexta;174;31.3;Ultrapassagem indevida;Saída de Pista;pleno dia;chuva;0;3;0;;
2010-02-16;terça;174;81.0;Ultrapassagem indevida;Saída de Pista;pleno dia;ceu claro;0;2;0;;
2010-02-13;sábado;174;41.0;Outras;Saída de Pista;plena noite;nublado;0;0;2;;
2010-02-14;domingo;174;65.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;6;1;;
2010-02-16;terça;174;59.4;Dormindo;Saída de Pista;plena noite;ceu claro;0;2;0;;
2010-02-20;sábado;174;35.0;Defeito mecânico em veículo;Queda de motocicleta / bicicleta / veículo;anoitecer;ceu claro;0;0;2;;
2010-02-21;domingo;174;4.0;Outras;Saída de Pista;anoitecer;chuva;0;1;0;;
2010-02-15;segunda;174;36.0;Falta de atenção;Colisão Transversal;plena noite;ceu claro;0;2;1;;
2010-02-16;terça;174;36.4;Ultrapassagem indevida;Colisão frontal;pleno dia;nublado;0;11;3;;
2010-02-22;segunda;174;68.0;Velocidade incompatível;Atropelamento de pessoa;amanhecer;ceu claro;0;1;1;;
2010-02-21;domingo;174;25.7;Velocidade incompatível;Saída de Pista;plena noite;chuva;0;5;0;;
2010-06-03;sábado;174;54.0;Dormindo;Saída de Pista;amanhecer;ceu claro;0;0;0;;
2010-10-03;quarta;174;21.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;3;2;;
2010-03-22;segunda;319;0.8;Falta de atenção;Colisão com objeto fixo;pleno dia;ceu claro;0;2;0;;
2010-07-03;domingo;174;3.8;Ultrapassagem indevida;Colisão traseira;pleno dia;chuva;0;6;0;;
2010-03-26;sexta;174;44.8;Velocidade incompatível;Saída de Pista;plena noite;chuva;0;2;0;;
2010-03-25;quinta;174;80.9;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;1;0;;
2010-03-31;quarta;174;58.0;Outras;Saída de Pista;plena noite;chuva;0;1;0;;
2010-01-04;quinta;174;39.0;Não guardar distância de segurança;Colisão traseira;anoitecer;nublado;0;2;0;;
2010-07-03;domingo;174;23.5;Outras;Colisão traseira;pleno dia;chuva;0;3;1;;
2010-02-04;sexta;174;43.1;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;9;0;;
2010-03-19;sexta;174;30.5;Outras;Colisão Transversal;pleno dia;ceu claro;0;2;1;;
2010-11-04;domingo;174;65.0;Não guardar distância de segurança;Colisão traseira;plena noite;ceu claro;0;3;5;;
2010-04-25;domingo;174;25.8;Falta de atenção;Saída de Pista;plena noite;chuva;1;0;3;;
2010-04-25;domingo;174;19.5;Ingestão de álcool;Colisão frontal;pleno dia;chuva;0;14;0;;
2010-04-26;segunda;174;29.0;Não guardar distância de segurança;Colisão traseira;amanhecer;chuva;0;1;1;;
2010-04-29;quinta;174;21.5;Velocidade incompatível;Colisão com objeto fixo;pleno dia;nublado;0;1;0;;
2010-04-18;domingo;174;58.0;Falta de atenção;Saída de Pista;pleno dia;chuva;0;1;0;;
2010-01-05;sábado;174;2.0;Não guardar distância de segurança;Colisão traseira;pleno dia;nublado;0;7;1;;
2010-04-05;terça;174;67.4;Outras;Saída de Pista;plena noite;ignorado;0;3;0;;
2010-02-05;domingo;174;0.5;Falta de atenção;Colisão frontal;amanhecer;nevoeiro/neblina;1;1;0;;
2010-04-27;terça;174;62.5;Ultrapassagem indevida;Colisão com objeto fixo;amanhecer;nublado;0;2;0;;
2010-04-18;domingo;174;80.0;Falta de atenção;Colisão traseira;pleno dia;chuva;0;4;1;;
2010-09-05;domingo;174;24.9;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;2;0;;
2010-09-05;domingo;174;113.0;Ingestão de álcool;Queda de motocicleta / bicicleta / veículo;pleno dia;nublado;0;0;3;;
2010-08-05;sábado;174;51.0;Falta de atenção;Capotamento;plena noite;nublado;0;0;0;;
2010-09-05;domingo;174;70.0;Dormindo;Saída de Pista;plena noite;ceu claro;0;0;0;;
2010-05-15;sábado;174;30.0;Falta de atenção;Colisão lateral;pleno dia;nublado;0;4;1;;
2010-05-21;sexta;174;37.8;Outras;Colisão Transversal;pleno dia;nublado;0;5;2;;
2010-05-21;sexta;174;46.8;Dormindo;Saída de Pista;plena noite;nublado;0;0;1;;
2010-05-28;sexta;319;1.0;Falta de atenção;Colisão lateral;pleno dia;nublado;0;2;0;;
2010-05-29;sábado;174;29.0;Falta de atenção;Saída de Pista;pleno dia;nublado;0;0;2;;
2010-05-30;domingo;174;27.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;4;0;;
2010-05-29;sábado;174;5.0;Ultrapassagem indevida;Colisão Transversal;pleno dia;nublado;0;3;0;;
2010-05-29;sábado;174;16.6;Falta de atenção;Queda de motocicleta / bicicleta / veículo;plena noite;ceu claro;0;0;1;;
2010-05-30;domingo;174;36.2;Outras;Colisão Transversal;plena noite;ceu claro;0;4;0;;
2010-05-29;sábado;174;19.0;Dormindo;Saída de Pista;pleno dia;nublado;0;2;1;;
2010-05-30;domingo;174;36.2;Não guardar distância de segurança;Colisão traseira;plena noite;nublado;0;6;0;;
2010-05-06;sábado;174;78.2;Falta de atenção;Colisão traseira;pleno dia;chuva;0;6;0;;
2010-05-30;domingo;174;83.5;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;6;2;;
2010-05-25;terça;174;1.0;Não guardar distância de segurança;Saída de Pista;plena noite;ceu claro;0;0;1;;
2010-06-19;sábado;174;21.0;Outras;Saída de Pista;plena noite;nublado;0;1;1;;
2010-06-19;sábado;174;41.0;Velocidade incompatível;Derramamento de Carga;anoitecer;nevoeiro/neblina;0;0;0;;
2010-06-25;sexta;174;18.2;Velocidade incompatível;Saída de Pista;pleno dia;ignorado;0;0;4;;
2010-06-07;terça;174;72.2;Falta de atenção;Saída de Pista;plena noite;ceu claro;0;2;0;;
2010-03-06;quinta;319;1.0;Falta de atenção;Colisão lateral;pleno dia;nublado;0;2;0;;
2010-09-07;sexta;319;1.0;Falta de atenção;Atropelamento de pessoa;pleno dia;ceu claro;0;2;0;;
2010-04-07;domingo;174;53.2;Ingestão de álcool;Capotamento;plena noite;ceu claro;0;0;2;;
2010-07-16;sexta;174;30.2;Velocidade incompatível;Colisão traseira;pleno dia;nublado;0;2;0;;
2010-07-16;sexta;174;4.0;Falta de atenção;Colisão Transversal;pleno dia;nublado;0;3;0;;
2010-07-19;segunda;174;90.4;Defeito mecânico em veículo;Saída de Pista;amanhecer;nublado;0;3;1;;
2010-07-22;quinta;174;78.5;Velocidade incompatível;Capotamento;pleno dia;chuva;0;2;0;;
2010-07-23;sexta;174;80.5;Outras;Saída de Pista;plena noite;ceu claro;0;1;1;;
2010-07-24;sábado;174;4.6;Velocidade incompatível;Colisão frontal;pleno dia;chuva;1;1;5;;
2010-07-23;sexta;174;80.5;Outras;Saída de Pista;pleno dia;ceu claro;0;2;0;;
2010-07-27;terça;174;71.1;Não guardar distância de segurança;Colisão traseira;pleno dia;sol;0;3;0;;
2010-07-25;domingo;174;9.8;Outras;Colisão frontal;pleno dia;ceu claro;1;0;3;;
2010-07-31;sábado;319;0.8;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;2;0;;
2010-01-08;domingo;174;3.5;Outras;Saída de Pista;pleno dia;sol;0;1;0;;
2010-01-08;domingo;174;75.1;Outras;Colisão com objeto fixo;pleno dia;sol;0;0;2;;
2010-01-08;domingo;174;80.0;Não guardar distância de segurança;Colisão traseira;anoitecer;nublado;0;3;0;;
2010-07-08;sábado;174;10.0;Falta de atenção;Saída de Pista;pleno dia;ceu claro;1;0;3;;
2010-07-08;sábado;174;17.1;Ingestão de álcool;Colisão lateral;pleno dia;ceu claro;0;2;2;;
2010-08-08;domingo;174;11.1;Velocidade incompatível;Saída de Pista;pleno dia;ceu claro;0;0;5;;
2010-10-08;terça;174;17.1;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;3;0;;
2010-08-14;sábado;319;0.1;Não guardar distância de segurança;Colisão traseira;pleno dia;sol;0;2;0;;
2010-07-23;sexta;174;80.5;Outras;Saída de Pista;pleno dia;ceu claro;0;3;0;;
2010-08-18;quarta;174;71.6;Não guardar distância de segurança;Saída de Pista;pleno dia;ceu claro;0;0;1;;
2010-08-15;domingo;174;6.2;Ingestão de álcool;Colisão com objeto fixo;anoitecer;ceu claro;0;1;5;;
2010-08-20;sexta;319;1.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;2;0;;
2010-08-13;sexta;174;77.0;Defeito mecânico em veículo;Colisão com objeto fixo;pleno dia;ceu claro;0;2;0;;
2010-08-30;segunda;174;162.5;Defeito mecânico em veículo;Saída de Pista;plena noite;ceu claro;0;0;1;;
2010-08-14;sábado;174;28.0;Velocidade incompatível;Saída de Pista;pleno dia;ceu claro;0;0;2;;
2010-02-09;quinta;174;56.0;Outras;Colisão com objeto fixo;pleno dia;ceu claro;0;1;0;;
2010-05-09;domingo;174;28.0;Defeito mecânico em veículo;Colisão traseira;pleno dia;ceu claro;0;13;0;;
2010-04-09;sábado;174;6.0;Ultrapassagem indevida;Colisão frontal;pleno dia;sol;0;2;1;;
2010-10-09;sexta;174;1.8;Outras;Colisão lateral;pleno dia;chuva;0;2;0;;
2010-12-09;domingo;174;0.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;3;0;;
2010-09-13;segunda;174;10.8;Outras;Colisão frontal;plena noite;nublado;0;35;3;;
2010-09-14;terça;174;75.0;Dormindo;Tombamento;plena noite;ceu claro;0;1;0;;
2010-09-18;sábado;174;77.0;Outras;Capotamento;anoitecer;ceu claro;0;1;4;;
2010-09-19;domingo;174;84.0;Defeito mecânico em veículo;Saída de Pista;pleno dia;nublado;0;4;1;;
2010-09-18;sábado;174;70.5;Dormindo;Tombamento;amanhecer;ceu claro;0;1;1;;
2010-09-20;segunda;174;54.3;Outras;Saída de Pista;pleno dia;ceu claro;0;11;0;;
2010-09-18;sábado;174;68.5;Outras;Saída de Pista;pleno dia;sol;0;2;0;;
2010-09-18;sábado;174;70.4;Outras;Saída de Pista;anoitecer;ceu claro;0;1;0;;
2010-09-21;terça;174;25.0;Velocidade incompatível;Atropelamento de pessoa;pleno dia;ceu claro;0;0;1;;
2010-09-26;domingo;174;9.6;Dormindo;Saída de Pista;plena noite;ignorado;0;0;1;;
2010-09-26;domingo;174;50.6;Defeito na via;Colisão com objeto fixo;pleno dia;ceu claro;0;4;1;;
2010-01-10;sexta;174;9.0;Falta de atenção;Colisão lateral;plena noite;nublado;0;2;0;;
2010-02-10;sábado;174;54.0;Ingestão de álcool;Saída de Pista;pleno dia;ceu claro;0;0;1;;
2010-02-10;sábado;174;2.3;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;3;0;;
2010-04-10;segunda;174;15.4;Defeito na via;Queda de motocicleta / bicicleta / veículo;pleno dia;ceu claro;0;0;1;;
2010-04-10;segunda;174;15.5;Defeito na via;Saída de Pista;plena noite;ceu claro;0;0;2;;
2010-09-10;sábado;174;68.7;Ingestão de álcool;Atropelamento de pessoa;anoitecer;ceu claro;1;0;1;;
2010-10-10;domingo;174;32.0;Falta de atenção;Saída de Pista;anoitecer;ceu claro;0;1;1;;
2010-10-10;domingo;174;74.5;Defeito mecânico em veículo;Saída de Pista;pleno dia;ceu claro;0;5;0;;
2010-11-10;segunda;174;26.7;Falta de atenção;Colisão traseira;plena noite;ceu claro;0;5;2;;
2010-10-20;quarta;319;0.0;Desobediência à sinalização;Danos Eventuais;pleno dia;ceu claro;0;1;0;;
2010-10-23;sábado;174;48.1;Defeito mecânico em veículo;Saída de Pista;pleno dia;ceu claro;0;1;0;;
2010-10-20;quarta;174;51.3;Outras;Saída de Pista;pleno dia;chuva;0;1;0;;
2010-10-27;quarta;174;32.0;Outras;Saída de Pista;pleno dia;chuva;0;1;0;;
2010-10-23;sábado;174;11.6;Outras;Capotamento;pleno dia;ceu claro;0;1;0;;
2010-10-21;quinta;174;89.0;Defeito mecânico em veículo;Colisão traseira;pleno dia;ceu claro;0;7;0;;
2010-10-30;sábado;174;73.3;Ingestão de álcool;Saída de Pista;pleno dia;ceu claro;0;1;0;;
2010-10-30;sábado;174;63.8;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;0;6;;
2010-10-30;sábado;174;37.5;Falta de atenção;Colisão frontal;plena noite;ceu claro;0;4;2;;
2010-02-11;terça;174;10.8;Falta de atenção;Colisão traseira;pleno dia;sol;0;6;0;;
2010-08-11;segunda;174;134.0;Falta de atenção;Colisão lateral;pleno dia;ignorado;0;1;2;;
2010-08-11;segunda;174;46.1;Dormindo;Saída de Pista;pleno dia;nublado;0;2;0;;
2010-09-11;terça;174;55.3;Dormindo;Saída de Pista;pleno dia;ceu claro;0;0;1;;
2010-10-11;quarta;174;48.2;Falta de atenção;Saída de Pista;pleno dia;chuva;0;0;1;;
2010-10-11;quarta;174;63.5;Outras;Saída de Pista;pleno dia;ceu claro;0;0;1;;
2010-11-11;quinta;174;63.0;Outras;Colisão traseira;anoitecer;chuva;0;2;2;;
2010-11-14;domingo;174;11.8;Outras;Atropelamento de pessoa;plena noite;ceu claro;0;0;2;;
2010-11-15;segunda;174;30.6;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;3;2;;
2010-11-22;segunda;174;54.0;Dormindo;Queda de motocicleta / bicicleta / veículo;pleno dia;ceu claro;0;0;1;;
2010-11-23;terça;174;24.4;Outras;Saída de Pista;pleno dia;chuva;0;0;1;;
2010-11-21;domingo;174;36.5;Ingestão de álcool;Saída de Pista;anoitecer;ceu claro;0;0;4;;
2010-11-26;sexta;174;87.7;Falta de atenção;Colisão frontal;pleno dia;chuva;0;2;5;;
2010-11-24;quarta;174;45.1;Defeito na via;Tombamento;pleno dia;ceu claro;0;0;1;;
2010-11-28;domingo;174;10.5;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;6;0;;
2010-11-28;domingo;174;7.0;Ultrapassagem indevida;Colisão frontal;pleno dia;ceu claro;0;0;2;;
2010-02-12;quinta;174;10.6;Falta de atenção;Colisão lateral;amanhecer;ceu claro;0;1;0;;
2010-04-10;segunda;174;21.7;Defeito na via;Saída de Pista;pleno dia;ceu claro;0;2;0;;
2010-07-12;terça;174;87.8;Velocidade incompatível;Colisão com objeto fixo;plena noite;chuva;2;1;1;;
2010-08-12;quarta;174;38.3;Velocidade incompatível;Colisão traseira;pleno dia;chuva;0;3;0;;
2010-12-13;segunda;174;2.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;2;0;;
2010-12-13;segunda;174;36.3;Falta de atenção;Capotamento;plena noite;chuva;0;0;2;;
2010-12-13;segunda;174;44.3;Outras;Saída de Pista;pleno dia;chuva;0;3;0;;
2010-12-15;quarta;174;81.7;Dormindo;Saída de Pista;plena noite;ceu claro;0;3;0;;
2010-12-18;sábado;174;15.5;Outras;Saída de Pista;pleno dia;sol;0;0;0;;
2010-12-19;domingo;174;0.0;Desobediência à sinalização;Colisão Transversal;pleno dia;ceu claro;0;3;1;;
2010-12-21;terça;174;5.6;Defeito mecânico em veículo;Saída de Pista;pleno dia;sol;0;3;0;;
2010-12-23;quinta;174;20.5;Velocidade incompatível;Saída de Pista;plena noite;chuva;0;1;1;;
2010-12-23;quinta;174;87.8;Defeito mecânico em veículo;Saída de Pista;pleno dia;ceu claro;0;6;1;;
2010-12-23;quinta;174;64.6;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;2;3;;
